Unnamed: 0_x,type,text,article_name,date,index_article,article_filepath,dir,Unnamed: 0_y,metadata_title,index_metadata,metadata_filepath,newspaper_title,newspaper_date,newspaper_city,newspaper_publisher,newspaper_source,newspaper_volume,newspaper_issuenumber,newspaper_language
33228,p,"(Van onze Londense correspondent) Na de opwinding over de staal-nationalisering heerst er in Engeland een onmiskenbaar katterige stemming. Als koren op de molen voor de vijanden der nationalisering is het thans verschenen rapport over het genationaliseerde transportwezen, waaruit blijkt, dat dit het laatste jaar een nieuw reusachtig verlies heeft opgeleverd. Hoewel dat toegeschreven wordt aan de moeilijke overgansperiode, ziet het er voor het reizend publiek weinig prettig uit. Het stijgen der spoortarieven heeft reeds velen afgeschrikt, zodat de verhoging een averechts gevolg had. Daar komt nu bij, dat op hun beurt de bustarieven omhoog zullen gaan, welke de kosten van de duurdere genationaliseerde steenkool moeten goedmaken. Het komt allemaal hoogst ongelegen. De genationaliseerde duisternis, waarin de city en een groot gedeelte van d: rest van Londen door de gasstaking is gedompeld, is ook niet bepaald een reclame voor het staatsbedrijf.",DDD_011155474_0018_articletext.xml,1950-09-22,112472,../data/1950/09-22/DDD_011155474/DDD_011155474_0018_articletext.xml,../data/1950/09-22/DDD_011155474,873.0,DDD:ddd:011155474:mpeg21.didl.xml.gz.xml,1035.0,../data/1950/09-22/DDD_011155474/DDD:ddd:011155474:mpeg21.didl.xml.gz.xml,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-09-22,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79.0,12402.0,nl
34709,p,"Afgezien van het uitgestrekte bodembezit van Mijnheer Jan en de Maatschappij Helenaveen, waarop na onteigening tal van zelfstandige boerenbedrijf jes gevestigd kunnen worden, zyn- er in de Peel nog 4500 ha woeste grond geschikt voor ontginning. Een dikke 500 landloze boeren en landarbeiders zouden hierop als zelfstandige boeren een plaats kunnen vinden. De Peel is ook rijk aan kolen. Boven de 1200 meter diepte, dus exploiteerbaar, ligt 1725 ■millioen ton steenkool opgeslagen, waarvan het allergrootste gedeelte, 1168 millioen ton, geschikt is voor chemische industrie. Bij Helenaveen en Horst-Amerika komen de lagen zelfs tot 900 meter onder de oppervlakte.",DDD_010852506_0044_articletext.xml,1950-09-22,113007,../data/1950/09-22/DDD_010852506/DDD_010852506_0044_articletext.xml,../data/1950/09-22/DDD_010852506,877.0,DDD:ddd:010852506:mpeg21.didl.xml.gz.xml,1039.0,../data/1950/09-22/DDD_010852506/DDD:ddd:010852506:mpeg21.didl.xml.gz.xml,De waarheid,1950-09-22,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10.0,423.0,nl
35692,p,"1) Roken blijft gevaarlijk. Door de bekende kanker9pecialist Dr Korteweg is vastgesteld, dat door het roken de longkanker in de hand wo'dt gewerkt Hij de gevallen, welke geconstateerd werden, bleek, dat de kans bij rokers dertig maal zo groo» te zijn dan bij niet rokers Long kanker, dat 20 jaar geleden in Nederland niet voorkwam is ru een der meest voorkomende kankers geworden. 2.) PaMagierMtraalvliegtuigen Ook de KLM zal in de toekomst op haar lucht lijnen straalvliegtuigen gaan gebrui ken Op de conferentie in San Francisco waarbij alle grote lucm vaartmaatschappijen zijn aangeslo'en. werd dit medegedeeld door de directeur van de K L.M. Waarschijnlijk zal dit plaats vinden in 1952. 3 ) Z O. Drente in moeilijkhrden. Het veenbedrijf in ZO. Drente, dat tijdens en vlak na de oorlog een zeer goede tijd beleefde heeft momen-eel hc' hoofd te bieden aan zeer ernstige moeilijkheden. Door de grote sociale lasten en de erstige concurrentie van de steenkool kan de turf niet rendabel ge maakt worden Men heeft zich tot de Overheid gewend en men spreekt zelfs van een noodtoestand in Z.O. Drente.",DDD_110637547_0064_articletext.xml,1950-11-16,113342,../data/1950/11-16/DDD_110637547/DDD_110637547_0064_articletext.xml,../data/1950/11-16/DDD_110637547,880.0,DDD:ddd:110637547:mpeg21.didl.xml.gz.xml,1043.0,../data/1950/11-16/DDD_110637547/DDD:ddd:110637547:mpeg21.didl.xml.gz.xml,De West : nieuwsblad uit en voor Suriname,1950-11-16,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41.0,5258.0,nl
36382,p,"nog net vooraeei aat men ac grote Kosten van het ventileren van de mijn kan drukken. Nieuwe energiebron? De vraag is hoe het met deze voordelen in Nederland staat. De proeven, die nu worden genomen, moeten hierop nog een antwoord geven. Het zou verkeerd zijn al te optimistische verwachtingen te koesteren. Onze mijnen hebben in het algemeen betrekkelijk weinig gas, zeker in vergelijking met vele buitenlandse. Toch bevatten sommige lagen wel zoveel dat het de moeite waard is de zaak goed te bekijken. Er zijn hier lagen, die 40 m 3 gas per ton gedolven steenkool afgeven, een hoeveelheid, die in Duitsland dikwijls nog hoger is (soms 70 m 3) om maar niet te spreken van België, waar wel hoeveelheden van 100 tot 367 m 3 zijn geconstateerd. De luchtverversing is in onze mijnen wel zo geperfectionneerd dat er niet veel kans bestaat op ernstig gevaar. Maar ondanks dat en ondanks de strenge controle blijft het mogelijk dat zich hier of daar te veel gas vormt. Alleen om wille van de veiligheid behoeft men echter beslist niet tot ontgassing vooraf over te gaan. Eén ding is wel zeker: wanneer het maar even kan duren zal men deze nieuwe bron van energie zeker niet langer verloren laten gaan. Ons land heeft zo weinig natuurlijke grondstoffen en energiebronnen, dat het niet verantwoord is dat, wat er is, ongebruikt te laten. Aan één voorwaarde moet echter worden voldaan: het moet mogelijk blijken voldoende hoeveelheden economisch te winnen. Men vergcte niet dat het ep den duur noodzakelijk zal zijn, een kostbaar net van leidingen aan te leggen, zowel ondergronds als bovengronds. De proeven, die men thans op Staatsmijn Emma neemt, hebben ten doel een geschikte methode van ontgassing te vinden, waarbij de ontginning normaal voortgang vindt.",DDD_010417712_0102_articletext.xml,1950-11-16,113628,../data/1950/11-16/DDD_010417712/DDD_010417712_0102_articletext.xml,../data/1950/11-16/DDD_010417712,882.0,DDD:ddd:010417712:mpeg21.didl.xml.gz.xml,1045.0,../data/1950/11-16/DDD_010417712/DDD:ddd:010417712:mpeg21.didl.xml.gz.xml,Limburgsch dagblad,1950-11-16,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33.0,269.0,nl
37166,p,"Bovendien is de belasting van 42 % niet voor de ondernemingen verloren, daar deze belastingcenten in de vorm van nieuwe oorlogsopdrachten tot de ondernemers terugkomen! Een uittreksel uit het overzicht van The Wallstreet Journal laten wij hierbij volgen. De grootste stüging van de winst viel bij de münbouw en metaalindustrie waar te nemen, die ten opzichte van 1949 liefst met het 5V2-voudige steeg. Daarop volgen steenkool- en textielondernemingen met een verdubbeling van de winst. De staal- en chemie-industrie moest met een stijging van 68 resp. 83 % „genoegen"" nemen, en de olie-industrie met 61 %. De absolute bedragen van hun",DDD_010852400_0092_articletext.xml,1950-11-16,113889,../data/1950/11-16/DDD_010852400/DDD_010852400_0092_articletext.xml,../data/1950/11-16/DDD_010852400,886.0,DDD:ddd:010852400:mpeg21.didl.xml.gz.xml,1049.0,../data/1950/11-16/DDD_010852400/DDD:ddd:010852400:mpeg21.didl.xml.gz.xml,De waarheid,1950-11-16,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10.0,470.0,nl
37167,p,"Ondernemingen Aantal Soort 15 Mijnbouw en metalen 27 IJzer en staal 18 Textiel 11 Steenkool 4 Vliegtuigen 25 Auto 4 Luchtvaart 23 Chemie 22 Bouwindustrie 20 Electro en radio 21 Petroleum 9 Spoorwegmateriaal 28 Werkt, en machines 102 Diversen",DDD_010852400_0092_articletext.xml,1950-11-16,113889,../data/1950/11-16/DDD_010852400/DDD_010852400_0092_articletext.xml,../data/1950/11-16/DDD_010852400,886.0,DDD:ddd:010852400:mpeg21.didl.xml.gz.xml,1049.0,../data/1950/11-16/DDD_010852400/DDD:ddd:010852400:mpeg21.didl.xml.gz.xml,De waarheid,1950-11-16,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10.0,470.0,nl
37910,p,"Een ander essentieel punt lt gelegen in de besprekingen aangaande nieuwe collectieve arbeidsovereenkomsten, welke, hoe moeilijk deze ook mogen zijn geweest, tenslotte geen daadwerkelijk conflict hebben uitgelokt. In meerdere gevallen hebben voorlopige loonoverecnkomsten dienst gedaan als veiligheidsklep. In de genationaliseerde bedrijven, waar de looneisen niet geringer zijn dan elders, onderhandelt de regering met de vurige wens een verhoging van prijzen en tarieven, die de basis aantasten van de economie, tegen te gaan, met name in de sectoren van steenkool, electriciteit en spoorwegen. Indien zij slaagt in het vasthouden aan dit hoogst redelijke standpunt, zal Frankrijk wellicht kunnen triomferen in de strijd, welke het heeft aangebonden tegen de zware inflationistische bedreigingen, welke opnieuw opdoemen. Zeker Is het dat de regeringsbesluiten, welke binnenkort kunnen worden verwacht op fiscaal gebied, geen wederrechtelijke en discriminatieve maatregelen zullen behelzen als in het verleden helaas maar al te vaak werden toegepast. Immers is men thans aangeland in een stadium, waar herstel van vertrouwen alle andere overwegingen dient te overheersen, zoals president Vincent Auriol het kort geleden heeft verklaard In een redevoering. Dit zeer eenvoudige slagwoord is het meest doeltreffend. In dit verband zou het te wensen zijn dat de verkiezingshervormingen waarvan wordt verwacht dat zij zullen bijdragen tot het uitsluiten van een aanzienlijk aantal communistische afgevaardigden. eindelijk haar beslag zullen krijgen, alle tegenwerking van bepaalde partijen en de aarzeling van de regering ten spijt.",DDD_011202172_0129_articletext.xml,1950-11-16,114166,../data/1950/11-16/DDD_011202172/DDD_011202172_0129_articletext.xml,../data/1950/11-16/DDD_011202172,887.0,DDD:ddd:011202172:mpeg21.didl.xml.gz.xml,1050.0,../data/1950/11-16/DDD_011202172/DDD:ddd:011202172:mpeg21.didl.xml.gz.xml,De Tĳd : godsdienstig-staatkundig dagblad,1950-11-16,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106.0,34583.0,nl
39731,p,"Vier weken duurde de fantastische voorhistorische beschieting van de dikke, bolwerken op 4000 meter hoor/te, terwijl de echo's donderden tussen de. voorheen so stille bergtoppen. Jachan werd gearresteerd en stierf in de ge- 1 vangenis, terwijl vijfhonderd vu't > ziji 1 monniken met uitgestoken ' ogen en aan schandpalen gekc- ' tend hun leven in ellende rekten ] in de vellen van het Potala. \ China verborg zijn ongeduld. . Dank zij een gedurfd compromis stuurde Tibet een afgevaardigde ■ zonder stemrecht naar het par- ' lcme»:.t in Nanking. Toen de opr- j log in het Verre Oosten uitbrak werd het isolement van het ~l\tk van de \Verc|d"" steeds geringer. Er werden besprekingen gevoerd, omd*t neergeschoten A mcrikaanse v]ipgt»:jers in Tibet terecht kwamen, cn afgezanten van de Verenigde Staten kregen vaste voet in Lhasa, zeer tot ongenoegen van Tsjang Kai Sjek, In 1048 venfok eon Tibetaanse dpjeg.:tiet j naar Washington. Daar zij liet I kaartenhuis ' der nationalisten zagen wankelen, liet communisme zagen oprukken co. de Britse invloed verdwijnen, wilden de lama's proberen formeel hun onafhankelijkheid door de UNO te doen erkerj-eri en een klein erudiet van vijf mlllioen dollar te verkrijgen. Maar de pers in Nanking schuimbekte van woede tegen dé „rebellen"": mocht de heerschappij over j Mandsjoerije dan nl verloren gaar, dat zou niet gebeuren met een volkomen denkbeeldige souvereiniteit over ontoegankelijke bergen... De Chinese ambassadeur protesteerde krachtig In Washington en verklaarde ('at de ~passen"" van de lama's vals waren, llij riste* 7/Onder meer dat zij werden temggestinird en verklaarde reeds bU voorbaat dat eon eventuele overeenkomst van nul en gener waarde was. Bang, zijn duur ~bedorven kind"" te mishagen gaf het Amerikaanse ministerie van buitenlandse zaken toe. Maar de toestand is dc laatste twee jaar veranderd- De bouwval lige gevel van het nationalistisch China is ingestort. Hierdoor is d weg vrijgekomen voor de opmar van ren geheel nieuw China, dal ontsteJler.d goed- weet wat he wil. De Mohammedaanse leerheei uit het Noordwesten, wiens on> stuimige rui'crs zich verbeelden :lat zij.Pekii.g aan de communisten konden ontrukken, is van '| ""militaire toneel' verdwenen collier dat men cr iets van bemerkl ïeeft. Oe ïode ster beheerst Kan ;oe, Ningsia, en de beruchte geie ra al Ma Poe Fang richt /ijr ;ebedon tot Mekka. Het onmoteijkc Sinkiang verschaft de Kus :en steenkool, mangaan er.'vliegvelden, dio India en Pakistan be- Ireigen. De opmars der Chinese lommunisten in Tibet is in volk ;ang. In Juli van dit jaar braker n Lhasa onlusten uit. De Cnine3<: ïationalistische delegatie, die daai vas aangekomen om de souverei' liteit van China te bevestigen ■verd binnen 24 uur weggejaagd Men vreesde, dat. zij de commu listen oen voorwendsel zou ver schaffen of nog eenvoudiger, haa: nlitiekj jas r«>u omkeren. J)t jompas zonden '3000 bonzen ui aver de vlakten van lift hart vm \zië orn dc Mongolen in beroerjiif .e brengen. Zij verklaarden d< oorlog aan het communis nc. Deze oorlogsverklaring mot! 3iigetwijfeld platonisch hebben ge blonken, want :'-ij wordt slechu gesteund door een gendanneri< i'.tn 10.000 jiia.ii, uitgerust met ge Vrekkige vuurwapens. Maar Was ïington heeft zijn voorzichtigheid i*an weleer laten varen. Om India riv>r iedere aanraking niet het :ommunisnio te behoeden, wilde rren van Tibet een bufferstaat naken er, men dacht er over dit !ar.d in het Amerikaanse militaire uilpplan te betrekken. En ziedaar >p slag werd in het Westelijk ei fleel een plaats ingeruimd voor de .vijsheid Van de lama's en Voor 'uin kindvorst, die op zij"" trom «telt als een salonpendule. Aan DaHï Lama bood men, een lraagbarc radio aan, een prach.ige verzameling wekkers en lux- Jouzc auto's, die in do zaal der reschenken op hoge voetstukken /an kostbaar hout onbeweeglijk .taan uitgestald. Wat de huidige ?ansjen-Lama betreft, Koemboe Pzfiden, deze is met ztyn. 12 jaar 5e jongste vazal van MosKöu.",DDD_011210859_0046_articletext.xml,1950-11-16,114830,../data/1950/11-16/DDD_011210859/DDD_011210859_0046_articletext.xml,../data/1950/11-16/DDD_011210859,892.0,DDD:ddd:011210859:mpeg21.didl.xml.gz.xml,1056.0,../data/1950/11-16/DDD_011210859/DDD:ddd:011210859:mpeg21.didl.xml.gz.xml,De vrije pers : ochtendbulletin,1950-11-16,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,3.0,46.0,nl
40221,p,"Maar..'■- eenmaal . zover,, gaan ;; de standpunten weer uiteenlopen. Labour stelt namelijk één voorwaarde voor die samenwerking-van-geval-totgéval. Samenwerking van industrieën uit verschillende landen, waarbij de' zeggenschap of een deel van de zeg-. genschap uit handen van de regeringen aan een super-nationaal orgaan of hogere autoriteit wordt gegeven — die samenwerking kan slechts geschieden, indien in elk land, dat samenwerkt, de. industrie genationaliseerd is. • •■-■; . '~ ,'. ; ;, Of zoals een der Labour-ministers' het tegen mij uitdrukte: ""- „Wij zijn bereid fin een supernationaal orgaan te treden, Wanneer de leiders van de industrie in het buitenland op dezelfde wijze .verantwoordelijk zijn aan hun regeringen als onze leiders aan onze regering."" De redenering', die Labour tot deze conclusie leidt, is: Europese planmatigheid veronderstelt sluiting van bedrijven .in het ene, verder ontwikkeling van-dezelfde soort pedrijven in het andere laöd. ""Wie gaat straks beslissen wat ér met onze steenkoolmijnen , moet gebeuren? vraagt Labour.; f' yy. . ;""; 'y: '•-.-.. y..-"".' !' In' de volle consequentie doorgedacht, betekent dit, zegt het geschrift, dat Labour niet in een supernationale samenwerking wil treden, waarin nlet-socialisten: de meerderheid hebben. Hier staan we aan de scheiding der wégen. Ook voor het vasteland.' Want met uitzondering van-Scandinavië zijn in de I naaste toekomst socialistische regeringen in de andere landen van West-Europa weinig waarschijnlijk. .. ""A;. ~,,,.. f.",DDD_010950594_0080_articletext.xml,1950-11-16,115023,../data/1950/11-16/DDD_010950594/DDD_010950594_0080_articletext.xml,../data/1950/11-16/DDD_010950594,895.0,DDD:ddd:010950594:mpeg21.didl.xml.gz.xml,1059.0,../data/1950/11-16/DDD_010950594/DDD:ddd:010950594:mpeg21.didl.xml.gz.xml,Het vrĳe volk : democratisch-socialistisch dagblad,1950-11-16,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6.0,1679.0,nl
42751,p,"Ook sl 1* once generatie gewend geraakt aan allerlei crises en catastrophen, toch ion met in 't verleden moeilijk een periode van grotere onzekerheid dan de huidige kunnen aanwijzen. De koude oorlog vertoont een temperatuur welke nauwelijks het adjectief koud rechtvaar, digt en det binnenlandse situatie In Groot-Brittannië is meer dan verward. . Het gemis aan steenkool verontrust nog altijd de gemoederen en het plan van de Coal Board, dat gebaseerd is op de investering van £ 635 mi», voor uitrusting en modernisering gedurende de eerstkomende 15 jaren, heelt niemand gerustgesteld. Voor de zoveelste maal is het menselijke element buiten beschouwing gelaten bil de „planning"". Het gebrek aan steenkool is voornamelijk te wüten aan een tekort aan werkkrachten. Zodra de eerste verschijnselen van koud weer zich hebben voorgedaan, zijn verscheidene ernstige storingen waargenomen in de stroomvoorziening zowel in fabrieken als in de woonhuizen. Het ministerie van Brandstoffen heeft, nog voordat de winter is begonnen, gewaar, schuwd, dat de gevolgen van het gebrek aan steenkolen ernstig zouden zijn. Een politieke spotvogel heeft ons eraan herinnerd, dat de heer A. Bevan, minister voor de Volksgezondheid, eens gezegd had op een conferentie van de Labour-party, dat het Britse eiland bijna alleen uit kool bestond en dat alleen een genie op het gebied van organisatie in staat zou zijn een tekort aan steenkool in Engeland teweeg te brengen. Dit zijn nu de nadelen van het aan de macht komen van de oppositie en het geven van de critiek is gemakkelijker dan het roer in handen te nemen. Dezelfde heer Bevan heeft van zich doen spreken, omdat hU enige opmerkingen heeft gemaakt over de onzekerheden ten aanzien van de Britse herbewapening aan Amerikaanse journalisten. Afgescheiden van alle mogelijke misverstanden en overdrijvingen, bestaat er geen twijfel over de grote meningsverschillen <wU spreken opzettelijk niet van tefceMtëllbigenl-«# <»t gebied (ww hrt Kabinet en de Labour Party. Deie wruvingen overschrijden het politieke terrein, want reed» dreigt de minister van Financiën""met'nieuwe belastingen, terwijl hU in het geheel niet weet of de uitgaven boven of beneden het; eerder genoemde cUfer van £ 1.200 mlll. tullen komen te liggen. Maar hi) had gelUk met te zeggen, dat het land xich geen rekenschap kan geven van wat dit cijfer werkelijk betekent. Vele maanden geleden hebben wij gewaarschuwd tegen de mening, dat Amerika de dollars zou verschaffen voor de Europese bewapening. Frankrijk heeft reeds ontdekt dat deze hoop ijdel was; Groot-Brittannië zal het misschien geheel zonder Marshallhulp moeten stellen, iets wat niemand in het midden van dit jaar had kunnen vermoeden. Het plotselinge vertrek van de heer Attlee naar Washington beperkt zich natuurlijk niet alleen tot besprekingen over het* gebruik van de atoombom, doch heeft ook .betrekking op het bewapeningsprogram. Wat *Un de vooruitzichten van de Industrie in de huidige omstandigheden? Hoe kan het zo uiterst toodige kapitaal worden gevonden en hoe kan men projecten opstellen? Op deze vragen kan geen antwoord worden gegeven. Nieuw kapitaal wordt nog bUna elke dag opgenomen doftr de grote concerns. Wanneer men het uiteindelijke doel van deze leningen analyseert, selfs in gevallen als de plannen In verband met de expansie van de Shell en de Imperial Chemical Industries, dan bemerkt men dat >U meestal betrekking hebben op het voortbestaan der ondernemingen. ■ ' Sinds geruime tijd hebben de bezitters van kapitaal geen ondernemingsgeest meer'en se zijn hoofdzakelijk uit op het behoud ervan. Deze houding luidt het einde In van een tijdperk, maar men kan alleen maar gissen naar de vorm, welke het nieuwe tijdperk cal aannemen; ongetwijfeld zal het niet beter zUn.' ' *",DDD_011202192_0193_articletext.xml,1950-12-09,116015,../data/1950/12-09/DDD_011202192/DDD_011202192_0193_articletext.xml,../data/1950/12-09/DDD_011202192,900.0,DDD:ddd:011202192:mpeg21.didl.xml.gz.xml,1065.0,../data/1950/12-09/DDD_011202192/DDD:ddd:011202192:mpeg21.didl.xml.gz.xml,De Tĳd : godsdienstig-staatkundig dagblad,1950-12-09,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106.0,34603.0,nl
