,Unnamed: 0,Unnamed: 0.1,article_filepath,article_name,count,date,dir,index_article,index_metadata,metadata_filepath,metadata_title,newspaper_city,newspaper_date,newspaper_issuenumber,newspaper_language,newspaper_publisher,newspaper_source,newspaper_title,newspaper_volume,sentiment,text,text_clean,type,sentiment_coal,energy,sentiment_gas,sentiment_oil
12,3014,3014,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-26/DDD_010624108/DDD_010624108_0105_articletext.xml,DDD_010624108_0105_articletext.xml,1,1990-04-26,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-26/DDD_010624108,2418773,6168.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-26/DDD_010624108/DDD:ddd:010624108:mpeg21.didl.xml.gz.xml,DDD:ddd:010624108:mpeg21.didl.xml.gz.xml,Heerlen,1990-04-26,98.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,72.0,0.1463542104209247,KERKRADE - Gedeputeerde Staten nemen nog geen nieuw standpunt in over de actieve verbranding van steenkool door Wiso Split.,staten nemen nog geen in over de actieve verbranding van steenkool door split,p,NE,Y,,
13,1425,1425,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-16/DDD_010646635/DDD_010646635_0576_articletext.xml,DDD_010646635_0576_articletext.xml,1,1992-10-16,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-16/DDD_010646635,1682890,4289.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-16/DDD_010646635/DDD:ddd:010646635:mpeg21.didl.xml.gz.xml,DDD:ddd:010646635:mpeg21.didl.xml.gz.xml,Amsterdam,1992-10-16,32571.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,100.0,0.1148516832298879,"In plaats van het in reserve houden van gas, ontvangt de Gasunie nu per kubieke meter 'geleased' gas een bepaald bedrag. Het gas wordt via het bestaande leidingermet rechtstreeks naar Oost-Duitsland getransporteerd. De vraag naar gas is in dit gedeelte van de Bondsrepubliek sterk toegenomen vanwege het schone' karakter van de brandstof. Traditioneel werd in de voormalige DDR sterk vervuilende bruinkool gestookt.",in plaats van het in reserve van gas ontvangt de per meter gas een bepaald bedrag het gas wordt via het bestaande rechtstreeks naar getransporteerd de vraag naar gas is in dit gedeelte van de sterk toegenomen vanwege het schone karakter van de brandstof traditioneel werd in de voormalige sterk gestookt,p,NG,Y,PO,
15,357,357,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/12-22/DDD_010622813/DDD_010622813_0161_articletext.xml,DDD_010622813_0161_articletext.xml,2,1992-12-22,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/12-22/DDD_010622813,1872292,,,,,,,,,,,,0.1444261846184037,"Volgens de Britse regering is er geen markt meer voor een groot deel van de steenkool. Er zijn grote voorraden overtollige steenkool, mede omdat de elektriciteitsmaatschappijen vooral het veel schonere aardgas gebruiken.",volgens de regering is er geen markt meer voor een groot deel van de steenkool er zijn grote voorraden overtollige steenkool mede omdat de vooral het veel aardgas,p,NG,Y,PO,
16,1105,1105,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/12-04/DDD_010622798/DDD_010622798_0232_articletext.xml,DDD_010622798_0232_articletext.xml,1,1992-12-04,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/12-04/DDD_010622798,2052982,,,,,,,,,,,,0.0587480616996012,"MUNCHEN (AP) - De grote Duitse elektriciteitsmaatschappijen VEBA en RWE willen kernenergie op den duur vaarwel zeggen en geen brandstof staven meer opwerken. Dat heeft de SUddeutsche Zeitung vandaag gemeld. Volgens de krant hebben de maatschappijen bondskanselier Helmut Konl in een brief op de hoogte gebracht. Als de huidige kerncentrales over een aantal jaren moeten worden gesloten, zouden zij moeten worden vervangen door kolen- en fascentrales, aldus de directies. Zij evelen wel aan het onderzoek naar veilige kernenergie voort te zetten.",de grote en willen kernenergie op vaarwel zeggen en geen brandstof staven meer opwerken dat heeft de vandaag gemeld volgens de krant hebben de maatschappijen bondskanselier in een brief op de hoogte gebracht als de over een aantal jaren moeten worden gesloten zoden zij moeten worden vervangen door en de directies zij wel aan het onderzoek naar veilige kernenergie voort te zetten,p,NE,Y,NE,
17,4005,4005,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/04-27/DDD_011019619/DDD_011019619_0623_articletext.xml,DDD_011019619_0623_articletext.xml,1,1991-04-27,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/04-27/DDD_011019619,3215107,8295.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/04-27/DDD_011019619/DDD:ddd:011019619:mpeg21.didl.xml.gz.xml,DDD:ddd:011019619:mpeg21.didl.xml.gz.xml,Groningen,1991-04-27,99.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,104.0,0.060512865161674124,"In de discussies over de elektriciteitsopwekking in de toekomst zijn kerncentrales tot voor vijf jaar nadrukkelijk in beeld geweest. Kernenergie is uiteindelijk op een zijspoor gezet gezien de potentiële gevaren die eraan kleven. Gekozen werd voor de bouw van nieuwe aardgas- dan wel kolen gestookte centrales, die een hoog rendement opleveren, en stimuleren van andere opwekkingsmogelijkheden als bijvoorbeeld windmolens. Volgens Van Halderen is op lange termijn echter niet aan kernenergie te ontkomen.",in de over de in de toekomst zijn tot voor vijf jaar in beeld geweest kernenergie is op een zijspoor gezet gezien de gevaren die eraan kleven gekozen werd voor de van dan wel kolen gestookte centrales die een hoog rendement opleveren en van andere als bijvoorbeeld windmolens volgens van is op lange termijn echter niet aan kernenergie te ontkomen,p,PO,Y,PO,
18,2046,2046,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/06-04/DDD_010559678/DDD_010559678_0151_articletext.xml,DDD_010559678_0151_articletext.xml,1,1991-06-04,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/06-04/DDD_010559678,3757946,,,,,,,,,,,,0.0982474794522153,"Het aandeel van kolen in de elektriciteitsproduktie steeg vorig jaar van 37,4 naar 45 procent, terwijl dat van gas daalde van 54,2 naar 47,6 procent. Het aandeel van kernenergie daalde van 7,8 naar 7,1 procent en dat van olie van 0,6 naar 0,3 procent. De stijging van het thermisch rendement van de voorgaande jaren zette niet door. Het bedroeg vorig jaar 40,4 procent, evenals in 1989.",het aandeel van kolen in de steeg vorig jaar van naar procent terwijl dat van gas daalde van naar procent het aandeel van kernenergie daalde van naar procent en dat van olie van naar procent de stijging van het thermisch rendement van de voorgaande jaren zette niet door het bedroeg vorig jaar procent evenals in,p,NE,Y,NE,NE
20,258,258,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/09-23/DDD_010637650/DDD_010637650_0187_articletext.xml,DDD_010637650_0187_articletext.xml,2,1993-09-23,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/09-23/DDD_010637650,216345,547.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/09-23/DDD_010637650/DDD:ddd:010637650:mpeg21.didl.xml.gz.xml,DDD:ddd:010637650:mpeg21.didl.xml.gz.xml,Heerlen,1993-09-23,224.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,75.0,0.039042207528633466,"GELSENKIRCHEN - Geblokkeerde bruggen, kruispunten en bezette mijnschachten. In het Roergebied, nog altyd het grootste industriegebied van Duitsland, kookt het weer. Waren het in het recente verleden met ontslag bedreigde staalarbeiders, dit keer zijn het de mijnwerkers die de straat op gaan. Aanleiding vormt de dinsdag aangekondigde sluiting van de mijn Monopol in Bergkamen plus een gedeeltelijke stillegging van mijnen in Hamm en Gelsenkirchen begin volgend jaar, waardoor 6.000 banen verdwijnen. Meer dan 80.000 mijnwerkers betuigden in het hele Roergebied hun solidariteit met de 3000 kompels die sinds dinsdag hun mijn in Bergkamen bezet houden. Zestig van hen weigeren naar boven te komen. Ze zitten al twee dagen op duizend meter diepte. De mijnwerkers eisen dat de regering-Kohl zijn belofte van twee jaar geleden nakomt dat een gegarandeerde hoeveelheid steenkool zou worden gewonnen. Gezien de economische recessie is de behoefte aan steenkool echter drastisch teruggelopen. De werkgevers hebben voorspeld dat nog veel meer ontslagen zullen vallen indien nu niet wordt gesaneerd.",geblokkeerde en bezette mijnschachten in het nog het grootste van kookt het weer waren het in het recente verleden met ontslag bedreigde dit keer zijn het de mijnwerkers die de straat op gaan aanleiding vormt de dinsdag aangekondigde van de mijn in een gedeeltelijke van mijnen in en begin volgend jaar waardoor banen verdwijnen meer dan mijnwerkers in het hele solidariteit met de die sinds dinsdag mijn in bezet zestig van hen weigeren naar boven te komen ze zitten al twee dagen op meter diepte de mijnwerkers eisen dat de zijn belofte van twee jaar geleden nakomt dat een gegarandeerde hoeveelheid steenkool zo worden gewonnen gezien de economische recessie is de behoefte aan steenkool echter drastisch de werkgevers hebben voorspeld dat nog veel meer ontslagen vallen indien niet wordt gesaneerd,p,NE,Y,,
21,653,653,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/08-25/DDD_010644238/DDD_010644238_0045_articletext.xml,DDD_010644238_0045_articletext.xml,2,1994-08-25,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/08-25/DDD_010644238,863518,,,,,,,,,,,,0.11131169399768276,"Oekraïne moet steenkool uit Rusland en Polen invoeren, omdat de eigen produktie dit jaar op slechts 100 miljoen ton zal uitkomen. Dat is 15 miljoen ton minder dan de ex-Sovjetstaat nodig heeft. Steenkool vormt de enige energiebron, die Oekraïne in grote hoeveelheden bezit. Door een tekort aan geld zijn de laatste drie jaar amper machines vervangen.",moet steenkool en invoeren omdat de eigen dit jaar op slechts miljoen ton zal dat is miljoen ton minder dan de nodig heeft steenkool vormt de enige energiebron die in grote hoeveelheden bezit door een tekort aan geld zijn de laatste drie jaar amper machines vervangen,p,NE,Y,,
22,1716,1716,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-14/DDD_010646660/DDD_010646660_0658_articletext.xml,DDD_010646660_0658_articletext.xml,1,1992-05-14,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-14/DDD_010646660,2063328,5249.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-14/DDD_010646660/DDD:ddd:010646660:mpeg21.didl.xml.gz.xml,DDD:ddd:010646660:mpeg21.didl.xml.gz.xml,Amsterdam,1992-05-14,32440.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,100.0,0.06890414693050331,"De belastingmaatregel, die al 1 januari 1993 door de lidstaten zou moeten worden ingevoerd, is deel van de eind 1990 overeengekomen strategie om de CÖ2-uitstoot in de EG in het jaar 2000 te stabiliseren op het niveau van 1990. De helft van dit streven moet worden bereikt door de ecotax', de andere helft door energiebesparingsprogamma's. De voorgestelde heffing wordt gebaseerd op enerzijds de energetische waarde van de betrokken stof en anderzijds de CO2-uitstoot, waarbij de eerste component niet meer dan 50% mag bedragen. Fossiele brandstoffen (kolen, oüe en gas) worden op deze manier zwaarder belast dan bijvoorbeeld kernenergie.",de die al door de lidstaten zo moeten worden ingevoerd is deel van de eind overeengekomen strategie om de in de eg in het jaar te stabiliseren op het van de helft van dit streven moet worden bereikt door de de andere helft door de voorgestelde heffing wordt gebaseerd op enerzijds de energetische waarde van de betrokken stof en anderzijds de waarbij de eerste component niet meer dan mag bedragen fossiele brandstoffen kolen en gas worden op deze manier zwaarder belast dan bijvoorbeeld kernenergie,p,NG,Y,NG,NG
23,3381,3381,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/01-29/DDD_011020171/DDD_011020171_0202_articletext.xml,DDD_011020171_0202_articletext.xml,1,1993-01-29,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/01-29/DDD_011020171,130155,335.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/01-29/DDD_011020171/DDD:ddd:011020171:mpeg21.didl.xml.gz.xml,DDD:ddd:011020171:mpeg21.didl.xml.gz.xml,Groningen,1993-01-29,24.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,106.0,0.14873837027116155,"DEN HAAG — Minister Alders (milieubeheer) heeft een aantal produkten verboden waarin het voor de ozonlaag schadelijke CFK 'chloorfluor koolstof) voorkomt. De minister voert hiermee de onlangs aangescherpte EG-richtiijn uit, die produkten met CFK in 1995 geheel verbiedt. Voor 1992 is de doelstelling van de CFK-vermindering overigens niet helemaal gehaald. Dat is ook een reden de maatregelen aan te scherpen. Op advies van de zogeheten CFK-commissie heeft Alders gisteren bepaalde produkten verboden die CFK bevatten, zoals: 'zachtschuim' (dat toegepast wordt in onder meer matrassen), isolatiemateriaal (wat onder meer in de bouw wordt gebruikt) en vulling van koelkasten en vriesinstallaties.",minister heeft een aantal verboden waarin het voor de ozonlaag schadelijke koolstof voorkomt de minister voert hiermee de onlangs aangescherpte die met in geheel verbiedt voor is de doelstelling van de overigens niet helemaal gehaald dat is ook een reden de maatregelen aan te scherpen op advies van de zogeheten heeft gisteren bepaalde verboden die bevatten zoals dat toegepast wordt in onder meer matrassen isolatiemateriaal wat onder meer in de wordt en van koelkasten en,p,NG,Y,,
24,3933,3933,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/07-12/DDD_010641555/DDD_010641555_0149_articletext.xml,DDD_010641555_0149_articletext.xml,1,1990-07-12,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/07-12/DDD_010641555,2750107,,,,,,,,,,,,0.0832645732935817,Door overmatige verbranding van fossiele brandstoffen als steenkool en olie komen gassen vrij - bijvoorbeeld kooldioxyde (CO2) - die door de zon geproduceerde warmte in de atmosfeer van de aarde vasthouden. Daardoor stijgt langzaam de temperatuur op aarde. Volgens een in mei gepubliceerde studie van een door de Verenigde Naties gefinancierde werkgroep van wetenschaps-,door overmatige verbranding van fossiele brandstoffen als steenkool en olie komen gassen vrij bijvoorbeeld die door de warmte in de atmosfeer van de aarde daardoor stijgt langzaam de op aarde volgens een in mei van een door de verenigde naties gefinancierde werkgroep van,p,NG,Y,,NG
25,2478,2478,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/06-15/DDD_010623624/DDD_010623624_0065_articletext.xml,DDD_010623624_0065_articletext.xml,1,1991-06-15,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/06-15/DDD_010623624,3528514,,,,,,,,,,,,0.12691803845508515,Drt blijkt uit een meting van de werkgroep Ener- Sic- en Milieuonderzoek van de Rijksuniversiteit in Leiden. Zij voerde dit onderzoek naar de houding van het publiek ten aanzien van kernenergie en kolen voor de elektriciteitsvoorziening uit in opdracht van het ministerie van Vrom. De peiling geeft aan dat de bevolking nauw betrokken wil zijn bij een mogelijke beleidsbeslissing over kernenergie.,blijkt een meting van de werkgroep en van de in leiden zij voerde dit onderzoek naar de van het ten aanzien van kernenergie en kolen voor de elektriciteitsvoorziening in opdracht van het ministerie van de peiling geeft aan dat de bevolking betrokken wil zijn bij een mogelijke beleidsbeslissing over kernenergie,p,NE,Y,,
26,2401,2401,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-02/DDD_011019943/DDD_011019943_0350_articletext.xml,DDD_011019943_0350_articletext.xml,1,1992-05-02,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-02/DDD_011019943,1856512,,,,,,,,,,,,0.07289829451007065,"Binnenkort wordt de eerste paal voor de nieuwe, op Noors aardgas werkende Eemscentrale geslagen. Dat is in ieder geval beter dan een kolen- of kerncentrale. Het rendement van deze nieuwe centrale is hoog, van het aardgas komt ruim 40% als stroom-energie bij de gebruiker door de kWh-meter. Bij bestaande centrales is dat vaak nog geen 30%. De rest van de energie gaat verloren. De nieuwe centrale van 1675 megawatt vraagt een investering van 2500 miljoen gulden. Ons land heeft 6,4 miljoen kleinverbruikers van stroom. Per kleinverbruiker is dit een investering van f 390- om 262 Watt per kleinverbruiker op te wekken. Voor deze f 390.- is minstens 300 Watt per kleinverbruiker te besparen. Om het broeikaseffect terug te dringen is dit een prachtige gelegenheid om deze f 390- te investeren in besparing bij de klein- en grootverbruiker. Energiebesparen is onze grootste energiebron en goed voor het milieu en zinvolle werkgelegenheid. Of is het toch maar weer het verstand op nul en de gashandle op 100? Delfzijl, H. DEINUM",binnenkort wordt de eerste paal voor de op aardgas werkende geslagen dat is in ieder geval beter dan een of kerncentrale het rendement van deze centrale is hoog van het aardgas komt als bij de door de bij bestaande centrales is dat vaak nog geen de rest van de energie verloren de centrale van megawatt vraagt een investering van miljoen ons land heeft miljoen van stroom per is dit een investering van om watt per op te wekken voor deze is minstens watt per te besparen om het broeikaseffect terg te dringen is dit een prachtige gelegenheid om deze te investeren in besparing bij de en is onze grootste energiebron en goed voor het en zinvolle werkgelegenheid of is het toch maar weer het verstand op en de op,p,NG,Y,PO,
27,4198,4198,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/07-10/DDD_011019686/DDD_011019686_0276_articletext.xml,DDD_011019686_0276_articletext.xml,1,1991-07-10,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/07-10/DDD_011019686,3940321,,,,,,,,,,,,0.07912016528793785,"Duitsland, met Ruhrgas voorop, werkt al in een hoog tempo aan het gasrijp maken van de ex-DDR. Gas is een meer dan goed alternatief van de milieuverpestende bruinkool, die nu nog alom als brandstof wordt gebruikt. Duitsland zal op niet al te lange termijn de grootste gasleverancier in Europa zijn en Nederland als zodanig voorbij streven.",met voorop werkt al in een hoog tempo aan het maken van de gas is een meer dan goed alternatief van de die nog alom als brandstof wordt zal op niet al te lange termijn de grootste in zijn en als zodanig voorbij streven,p,NG,Y,PO,
28,1030,1030,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/11-03/DDD_010643940/DDD_010643940_0286_articletext.xml,DDD_010643940_0286_articletext.xml,1,1990-11-03,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/11-03/DDD_010643940,2643154,,,,,,,,,,,,0.0764391543340694,"belangrijke leus was 'Hopi Co Pronto', dat betekent 'Hopi High Octane Gasoline Pronto. (Veel en spoedig hoog octaan benzine). Maar de raffinaderij kon alleen tot de uiterste capaciteit benzine produceren door maximale hoeveelheid vaten olie te raffineren. Niet alle ruwe olie kon echter worden omgezet in benzine, en het restant zware produkt (pitch) moest ergens naartoe. De Lago kreeg het Pitch Pile-terrein in erfpacht met de bedoeling om de pitch (pek) daar te storten (vergelijk het asfaltmeer op Curacao - red). Dus heeft de Lago zon 50 jaar geleden het pek dar gestort met al de benodigde goedkeuringen en haalt het er nu uit in overeenstemming met een contractuele overeenkomst met de regering van Aruba. Is de 'pitch'gevaarlijk voor het milieu? 'De 'pitch' is in werkelijkheid net als asfalt op de weg, en zelfs na 50 jaren blootgesteld te zijn aan het weer, zijn bestanddelen in de 'pitch' niet uitgelekt. Daarom zijn milieu deskundigen het ervoor eens dat de 'pitch' geen risico's voor de omgeving oplevert'. Hoeveel 'pitch' is er? 'Kort geleden hebben we bijna 27.000 ton 'pitch' verscheept. Wij zijn van mening dat wij nog ongeveer 10.000 ton kunnen leveren. De 27.000 ton werd naar Noorwegen verscheept, waar het gehruikt wordt als brandstof en vermengd met kool voor de industriën'. Het is bekend dat er ondergronds olie aanwezig is in het raffinaderij terrein. Wat is Lago van plan hiermee te doen? 'De aanwezigheid van olie onder de grond van een raffinaderij is niet ongewoon voor raffinaderrijen die sinds het branding is dus bedoeld om het ontbindingsproces van olie dat op natuurlijke wijze gebeurt, te versnellen. Het verbranden alsook het grondherstel zijn welbekende en gebruikte methodes voor het schoonmaken van met olie vervuilde gronden in Europa en de Verenigde Staten. De verbrandingsoven van Lago wordt sinds augustus 1990 gebruikt en heeft al 1500 m ton vervuilde aarde en slik schoongemaakt. Verwacht wordt dat dit werk gedurende nog een jaar door zal gaan. De totale kosten van deze werkzaamheden zullen meer dan 7 miljoen gulden bedragen. Lago heeft 10 operators in dienst genomen om de verbrandingsoven dag en nacht te laten draaien. De operators zijn volledig opgeleid en zijn zeer bekwaam om alle werkzaamheden op een doeltreffende en veilige wijze uit te voeren. Dit systeem blijkt als de Amigoe er een kijkje gaat nemen, niet alleen modern te zijn, maar duidelijk wordt dat ook alle veiligheidsvoorzieningen zijn getroffen, zoals trouwens altijd bekend was van Lago toen het bedrijf nog op volle toeren draaide. Dat is wel nodig ook want de verbrandingsoven verhit eerst de zandolie tot 1200 graden fahrenheit en komt",belangrijke les was dat betekent high gasoline veel en spoedig hoog octaan benzine maar de raffinaderij kon alleen tot de capaciteit benzine door maximale hoeveelheid vaten olie te raffineren niet alle olie kon echter worden omgezet in benzine en het restant zware moest ergens naartoe de kreeg het in erfpacht met de bedoeling om de pek daar te storten vergelijk het op red heeft de jaar geleden het pek dar gestort met al de benodigde en haalt het er in overeenstemming met een overeenkomst met de regering van is de voor het is in werkelijkheid net als asfalt op de weg en zelfs na jaren blootgesteld te zijn aan het weer zijn bestanddelen in de niet daarom zijn het ervoor eens dat de geen risico voor de omgeving oplevert hoeveel is er geleden hebben we bijna ton verscheept wij zijn van mening dat wij nog ongeveer ton leveren de ton werd naar verscheept waar het wordt als brandstof en vermengd met kool voor de het is bekend dat er ondergronds olie aanwezig is in het raffinaderij terrein wat is van plan hiermee te doen aanwezigheid van olie onder de grond van een raffinaderij is niet ongewoon voor die sinds het branding is bedoeld om het van olie dat op wijze te versnellen het verbranden alsook het zijn welbekende en methodes voor het schoonmaken van met olie gronden in en de verenigde staten de verbrandingsoven van wordt sinds en heeft al ton aarde en slik schoongemaakt verwacht wordt dat dit werk nog een jaar door zal gaan de totale kosten van deze werkzaamheden meer dan miljoen bedragen heeft operators in dienst genomen om de verbrandingsoven dag en nacht te laten draaien de operators zijn volledig opgeleid en zijn zeer bekwaam om alle werkzaamheden op een doeltreffende en veilige wijze te voeren dit systeem blijkt als de er een kijkje nemen niet alleen modern te zijn maar wordt dat ook alle veiligheidsvoorzieningen zijn getroffen zoals altijd bekend was van toen het bedrijf nog op volle toeren draaide dat is wel nodig ook want de verbrandingsoven verhit eerst de tot graden fahrenheit en komt,p,,Y,,NE
29,643,643,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/10-01/DDD_010559778/DDD_010559778_0100_articletext.xml,DDD_010559778_0100_articletext.xml,2,1991-10-01,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/10-01/DDD_010559778,3925635,,,,,,,,,,,,0.13979510545768256,"PETROSANI (AFP) - De circa 40.000 mijnwerkers in de Jiu- vallei in midden-Roemenië hebben het werk gisteren, na een periode van stakingen, in alle rust hervat. In vrijwel alle vijftien mijnen in het gebied gingen de mijnwerkers weer aan de slag, nadat de vakbonden hen op de hoogte hadden gesteld van de uitslag van de onderhandelingen met de regering. De vakbonden bereikten onder meer indexering van de lonen en de bouw van gesubsidieerde broodfabrieken in de Jiu-vallei, waar 95 procent van de kolen in het land wordt geproduceerd. Vorige week waren 6.000 woedende kompels naar Bukarest getrokken om het aftreden van het bewind en betere werkomstandigheden te eisen. Bij ongeregeldheden vielen vijf doden en meer dan 400 gewonden. Volgens de directie van de mijnen hebben de stakingen geleid tot een verlies van 40.000 ton kolen, maar dit zal worden gecompenseerd door extra werken tijdens de weekwisselingen. De Roemeense dissidente Doïna Cornea eiste in het Franse blad 'Le Figaro' het aftreden van president Iliescu. Volgens haar was de opstand van de mijnwerkers het logische gevolg van „acht maanden van leugens, desinformatie, louche zaken en geweld"". Het bewind moet dan ook plaats maken voor een constititutionele monarchie, aldus Cornea.",de circa mijnwerkers in de vallei in hebben het werk gisteren na een periode van stakingen in alle hervat in vrijwel alle vijftien mijnen in het gebied gingen de mijnwerkers weer aan de slag nadat de vakbonden hen op de hoogte hadden gesteld van de van de onderhandelingen met de regering de vakbonden bereikten onder meer indexering van de lonen en de van in de waar procent van de kolen in het land wordt vorige week waren woedende naar getrokken om het aftreden van het bewind en betere werkomstandigheden te eisen bij ongeregeldheden vielen vijf doden en meer dan gewonden volgens de directie van de mijnen hebben de stakingen geleid tot een verlies van ton kolen maar dit zal worden gecompenseerd door extra werken tijdens de de dissidente do na eiste in het blad figaro het aftreden van president volgens haar was de opstand van de mijnwerkers het logische gevolg van acht maanden van desinformatie zaken en geweld het bewind moet dan ook plaats maken voor een monarchie,p,NE,Y,,
32,1964,1964,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/02-18/DDD_010559589/DDD_010559589_0075_articletext.xml,DDD_010559589_0075_articletext.xml,1,1991-02-18,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/02-18/DDD_010559589,3790602,,,,,,,,,,,,0.0757501108676714,"zullen afsmelten als gevolg van het broeikaseffect. Door de extra belasting van de atmosfeer met kooldioxyde (CO2), veroorzaakt door de verbranding van olie, steenkool en andere fossiele brandstoffen, loopt de temperatuur op aarde steeds verder op. De expeditieleden denken dat de ijskap van het vasteland van het Zuidpoolgebied zich anders zal gedragen. Omdat de sneeuwval als gevolg van het broeikaseffect zal toenemen, zal de ijskap op het continent zelf niet versneld afsmelten. Door deze bevindingen kunnen volgens de expeditieleden betere schattingen worden gedaan van de stijging van de zeespiegel. Deze zal zich voordoen, als grote hoeveelheden ijs door het broeikaseffect gaan smelten. De onderzoekploeg behandelde tijdens de expeditie nog vele andere, zeer uiteenlopende onderwerpen. De wetenschappers inventariseerden onder meer de stand van stormvogels en pinguins. Tevens bekeken zij de gevolgen voor de vogels van de vervuiling van Antarctica met gechloreerde koolwaterstoffen (pcbs), zware metalen en kunststoffen. De meeste verzamelde gegevens van dit onderzoek en andere studies moeten nog worden verwerkt.",afsmelten als gevolg van het broeikaseffect door de extra belasting van de atmosfeer met veroorzaakt door de verbranding van olie steenkool en andere fossiele brandstoffen loopt de op aarde steeds verder op de expeditieleden denken dat de ijskap van het vasteland van het zich anders zal gedragen omdat de als gevolg van het broeikaseffect zal toenemen zal de ijskap op het continent zelf niet versneld afsmelten door deze bevindingen volgens de expeditieleden betere schattingen worden gedaan van de stijging van de zeespiegel deze zal zich voordoen als grote hoeveelheden ijs door het broeikaseffect gaan smelten de behandelde tijdens de expeditie nog vele andere zeer onderwerpen de wetenschappers inventariseerden onder meer de stand van stormvogels en tevens bekeken zij de gevolgen voor de vogels van de van met koolwaterstoffen zware metalen en de meeste verzamelde gegevens van dit onderzoek en andere moeten nog worden verwerkt,p,NG,Y,NG,NG
